"","precision","recall","balanced_accuracy","model_name"
"crabeater",0.708722741433022,0.980603448275862,0.879605406709599,"model8"
"weddell",0.237037037037037,0.941176470588235,0.879605406709599,"model8"
"emperor",0.937590711175617,0.917613636363636,0.879605406709599,"model8"
"marching-emperor",0.269886363636364,0.766129032258065,0.879605406709599,"model8"
