"","precision","recall","label","balanced_accuracy","model_name","n_parameters","running_time"
"1",0.949473684210526,0.967811158798283,"crabeater",0.899515960386288,"NasnetA_training_set_vanilla_WCV",12740771,36.0434530266998
"2",0.767441860465116,0.970588235294118,"weddell",0.899515960386288,"NasnetA_training_set_vanilla_WCV",12740771,36.0434530266998
"3",0.988041853512706,0.938920454545455,"emperor",0.899515960386288,"NasnetA_training_set_vanilla_WCV",12740771,36.0434530266998
"4",0.767605633802817,0.879032258064516,"marching-emperor",0.899515960386288,"NasnetA_training_set_vanilla_WCV",12740771,36.0434530266998
