"","precision","recall","balanced_accuracy","model_name"
"crabeater",0.922290388548057,0.97198275862069,0.84829558181839,"model1"
"weddell",0.659722222222222,0.931372549019608,0.84829558181839,"model1"
"emperor",0.954128440366973,0.886363636363636,0.84829558181839,"model1"
"marching-emperor",0.611464968152866,0.774193548387097,0.84829558181839,"model1"
