"","precision","recall","balanced_accuracy","model_name"
"crabeater",0.649499284692418,0.978448275862069,0.725991856975485,"model4"
"weddell",0.219638242894057,0.833333333333333,0.725991856975485,"model4"
"emperor",0.380515759312321,0.943181818181818,0.725991856975485,"model4"
"marching-emperor",0.133064516129032,0.266129032258065,0.725991856975485,"model4"
