"","precision","recall","label","balanced_accuracy","model_name","n_parameters","running_time"
"1",0.645061728395062,0.896995708154506,"crabeater",0.699672964119891,"Alexnet",57048907,2.32629753953535
"2",0.219135802469136,0.696078431372549,"weddell",0.699672964119891,"Alexnet",57048907,2.32629753953535
"3",0.895966029723992,0.599431818181818,"emperor",0.699672964119891,"Alexnet",57048907,2.32629753953535
"4",0.191275167785235,0.459677419354839,"marching-emperor",0.699672964119891,"Alexnet",57048907,2.32629753953535
